eco_id,eco_name,biome_num,biome_name,realm,license
522,Balsas dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
523,Bolivian montane dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
524,Brazilian Atlantic dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
525,Caatinga,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
526,Cauca Valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
527,Central American dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
528,Chiapas Depression dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
529,Chiquitano dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
530,Cuban dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
531,Ecuadorian dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
532,Hispaniolan dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
533,Islas Revillagigedo dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
534,Jalisco dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
535,Jamaican dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
536,Lara-Falcón dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
537,Lesser Antillean dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
538,Magdalena Valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
539,Maracaibo dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
540,Maranhão Babaçu forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
541,Panamanian dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
542,Patía valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
543,Puerto Rican dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
544,Sierra de la Laguna dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
545,Sinaloan dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
546,Sinú Valley dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
547,Southern Pacific dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
548,Trinidad and Tobago dry forest,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
549,Tumbes-Piura dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
550,Veracruz dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
551,Yucatán dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Neotropic,CC-BY 4.0
552,Bahamian pineyards,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
553,Central American pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
554,Cuban pine forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
555,Hispaniolan pine forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
556,Sierra de la Laguna pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
557,Sierra Madre de Oaxaca pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
558,Sierra Madre del Sur pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
559,Trans-Mexican Volcanic Belt pine-oak forests,3,Tropical & Subtropical Coniferous Forests,Neotropic,CC-BY 4.0
560,Juan Fernández Islands temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,CC-BY 4.0
561,Magellanic subpolar forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,CC-BY 4.0
562,San Félix-San Ambrosio Islands temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,CC-BY 4.0
563,Valdivian temperate forests,4,Temperate Broadleaf & Mixed Forests,Neotropic,CC-BY 4.0
564,Belizian pine savannas,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
565,Beni savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
566,Campos Rupestres montane savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
567,Cerrado,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
568,Clipperton Island shrub and grasslands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
569,Dry Chaco,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
570,Guianan savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
571,Humid Chaco,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
572,Llanos,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
573,Miskito pine forests,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
574,Uruguayan savanna,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
575,Espinal,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
576,Humid Pampas,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
577,Low Monte,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
578,Patagonian steppe,8,"Temperate Grasslands, Savannas & Shrublands",Neotropic,CC-BY 4.0
579,Cuban wetlands,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
580,Enriquillo wetlands,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
581,Everglades flooded grasslands,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
582,Guayaquil flooded grasslands,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
583,Orinoco wetlands,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
584,Pantanal,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
585,Paraná flooded savanna,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
586,Southern Cone Mesopotamian savanna,9,Flooded Grasslands & Savannas,Neotropic,CC-BY 4.0
587,Central Andean dry puna,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
588,Central Andean puna,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
589,Central Andean wet puna,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
590,Cordillera Central páramo,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
591,Cordillera de Merida páramo,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
592,High Monte,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
593,Northern Andean páramo,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
594,Santa Marta páramo,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
595,Southern Andean steppe,10,Montane Grasslands & Shrublands,Neotropic,CC-BY 4.0
596,Chilean Matorral,12,"Mediterranean Forests, Woodlands & Scrub",Neotropic,CC-BY 4.0
597,Araya and Paria xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
598,Atacama desert,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
599,Caribbean shrublands,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
600,Cuban cactus scrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
601,Galápagos Islands xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
602,Guajira-Barranquilla xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
603,La Costa xeric shrublands,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
604,Malpelo Island xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
605,Motagua Valley thornscrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
606,Paraguaná xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
607,San Lucan xeric scrub,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
608,Sechura desert,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
609,St. Peter and St. Paul Rocks,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
610,Tehuacán Valley matorral,13,Deserts & Xeric Shrublands,Neotropic,CC-BY 4.0
611,Amazon-Orinoco-Southern Caribbean mangroves,14,Mangroves,Neotropic,CC-BY 4.0
612,Bahamian-Antillean mangroves,14,Mangroves,Neotropic,CC-BY 4.0
613,Mesoamerican Gulf-Caribbean mangroves,14,Mangroves,Neotropic,CC-BY 4.0
614,Northern Mesoamerican Pacific mangroves,14,Mangroves,Neotropic,CC-BY 4.0
615,South American Pacific mangroves,14,Mangroves,Neotropic,CC-BY 4.0
616,Southern Atlantic Brazilian mangroves,14,Mangroves,Neotropic,CC-BY 4.0
617,Southern Mesoamerican Pacific mangroves,14,Mangroves,Neotropic,CC-BY 4.0
618,Carolines tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
619,Central Polynesian tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
620,Cook Islands tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
621,Eastern Micronesia tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
622,Fiji tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
623,Hawai'i tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
624,Kermadec Islands subtropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
625,Marquesas tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
626,Ogasawara subtropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
627,Palau tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
628,Rapa Nui and Sala y Gómez subtropical forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
629,Samoan tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
630,Society Islands tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
631,Tongan tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
632,Tuamotu tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
633,Tubuai tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
634,Western Polynesian tropical moist forests,1,Tropical & Subtropical Moist Broadleaf Forests,Oceania,CC-BY 4.0
635,Fiji tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,CC-BY 4.0
636,Hawai'i tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,CC-BY 4.0
637,Marianas tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,CC-BY 4.0
638,Yap tropical dry forests,2,Tropical & Subtropical Dry Broadleaf Forests,Oceania,CC-BY 4.0
639,Hawai'i tropical high shrublands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,CC-BY 4.0
640,Hawai'i tropical low shrublands,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,CC-BY 4.0
641,Northwest Hawai'i scrub,7,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Oceania,CC-BY 4.0
642,Guizhou Plateau broadleaf and mixed forests,1,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,CC-BY 4.0
643,Yunnan Plateau subtropical evergreen forests,1,Tropical & Subtropical Moist Broadleaf Forests,Palearctic,CC-BY 4.0
644,Appenine deciduous montane forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
645,Azores temperate mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
646,Balkan mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
647,Baltic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
648,Cantabrian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
649,Caspian Hyrcanian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
650,Caucasus mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
651,Celtic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
652,Central Anatolian steppe and woodlands,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
653,Central China Loess Plateau mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
654,Central European mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
655,Central Korean deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
656,Changbai Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
657,Changjiang Plain evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
658,Crimean Submediterranean forest complex,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
659,Daba Mountains evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
660,Dinaric Mountains mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
661,East European forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
662,Eastern Anatolian deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
663,English Lowlands beech forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
664,European Atlantic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
665,Euxine-Colchic broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
666,Hokkaido deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
667,Huang He Plain mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
668,Madeira evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
669,Manchurian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
670,Nihonkai evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
671,Nihonkai montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
672,North Atlantic moist mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
673,Northeast China Plain deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
674,Pannonian mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
675,Po Basin mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
676,Pyrenees conifer and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
677,Qin Ling Mountains deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
678,Rodope montane mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
679,Sarmatic mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
680,Sichuan Basin evergreen broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
681,Southern Korea evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
682,Taiheiyo evergreen forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
683,Taiheiyo montane deciduous forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
684,Tarim Basin deciduous forests and steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
685,Ussuri broadleaf and mixed forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
686,Western European broadleaf forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
687,Western Siberian hemiboreal forests,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
688,Zagros Mountains forest steppe,4,Temperate Broadleaf & Mixed Forests,Palearctic,CC-BY 4.0
689,Alps conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
690,Altai montane forest and forest steppe,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
691,Caledon conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
692,Carpathian montane forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
693,Da Hinggan-Dzhagdy Mountains conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
694,East Afghan montane conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
695,Elburz Range forest steppe,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
696,Helanshan montane conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
697,Hengduan Mountains subalpine conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
698,Hokkaido montane conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
699,Honshu alpine conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
700,Khangai Mountains conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
701,Mediterranean conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
702,Northeast Himalayan subalpine conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
703,Northern Anatolian conifer and deciduous forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
704,Nujiang Langcang Gorge alpine conifer and mixed forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
705,Qilian Mountains conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
706,Qionglai-Minshan conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
707,Sayan montane conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
708,Scandinavian coastal conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
709,Tian Shan montane conifer forests,5,Temperate Conifer Forests,Palearctic,CC-BY 4.0
710,East Siberian taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
711,Iceland boreal birch forests and alpine tundra,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
712,Kamchatka taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
713,Kamchatka-Kurile meadows and sparse forests,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
714,Northeast Siberian taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
715,Okhotsk-Manchurian taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
716,Sakhalin Island taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
717,Scandinavian and Russian taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
718,Trans-Baikal conifer forests,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
719,Urals montane forest and taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
720,West Siberian taiga,6,Boreal Forests/Taiga,Palearctic,CC-BY 4.0
721,Alai-Western Tian Shan steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
722,Al-Hajar foothill xeric woodlands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
723,Al-Hajar montane woodlands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
724,Altai steppe and semi-desert,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
725,Central Anatolian steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
726,Daurian forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
727,Eastern Anatolian montane steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
728,Emin Valley steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
729,Faroe Islands boreal grasslands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
730,Gissaro-Alai open woodlands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
731,Kazakh forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
732,Kazakh steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
733,Kazakh upland steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
734,Mongolian-Manchurian grassland,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
735,Pontic steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
736,Sayan Intermontane steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
737,Selenge-Orkhon forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
738,South Siberian forest steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
739,Syrian xeric grasslands and shrublands,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
740,Tian Shan foothill arid steppe,8,"Temperate Grasslands, Savannas & Shrublands",Palearctic,CC-BY 4.0
741,Amur meadow steppe,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
742,Bohai Sea saline meadow,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
743,Nenjiang River grassland,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
744,Nile Delta flooded savanna,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
745,Saharan halophytics,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
746,Suiphun-Khanka meadows and forest meadows,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
747,Tigris-Euphrates alluvial salt marsh,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
748,Yellow Sea saline meadow,9,Flooded Grasslands & Savannas,Palearctic,CC-BY 4.0
749,Altai alpine meadow and tundra,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
750,Central Tibetan Plateau alpine steppe,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
751,Eastern Himalayan alpine shrub and meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
752,Ghorat-Hazarajat alpine meadow,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
753,Hindu Kush alpine meadow,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
754,Karakoram-West Tibetan Plateau alpine steppe,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
755,Khangai Mountains alpine meadow,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
756,Kopet Dag woodlands and forest steppe,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
757,Kuh Rud and Eastern Iran montane woodlands,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
758,Mediterranean High Atlas juniper steppe,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
759,North Tibetan Plateau-Kunlun Mountains alpine desert,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
760,Northwestern Himalayan alpine shrub and meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
761,Ordos Plateau steppe,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
762,Pamir alpine desert and tundra,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
763,Qilian Mountains subalpine meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
764,Sayan alpine meadows and tundra,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
765,Southeast Tibet shrublands and meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
766,Sulaiman Range alpine meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
767,Tian Shan montane steppe and meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
768,Tibetan Plateau alpine shrublands and meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
769,Western Himalayan alpine shrub and meadows,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
770,Yarlung Zanbo arid steppe,10,Montane Grasslands & Shrublands,Palearctic,CC-BY 4.0
771,Cherskii-Kolyma mountain tundra,11,Tundra,Palearctic,CC-BY 4.0
772,Chukchi Peninsula tundra,11,Tundra,Palearctic,CC-BY 4.0
773,Kamchatka tundra,11,Tundra,Palearctic,CC-BY 4.0
774,Kola Peninsula tundra,11,Tundra,Palearctic,CC-BY 4.0
775,Northeast Siberian coastal tundra,11,Tundra,Palearctic,CC-BY 4.0
776,Northwest Russian-Novaya Zemlya tundra,11,Tundra,Palearctic,CC-BY 4.0
777,Novosibirsk Islands Arctic desert,11,Tundra,Palearctic,CC-BY 4.0
778,Russian Arctic desert,11,Tundra,Palearctic,CC-BY 4.0
779,Russian Bering tundra,11,Tundra,Palearctic,CC-BY 4.0
780,Scandinavian Montane Birch forest and grasslands,11,Tundra,Palearctic,CC-BY 4.0
781,Taimyr-Central Siberian tundra,11,Tundra,Palearctic,CC-BY 4.0
782,Trans-Baikal Bald Mountain tundra,11,Tundra,Palearctic,CC-BY 4.0
783,Wrangel Island Arctic desert,11,Tundra,Palearctic,CC-BY 4.0
784,Yamal-Gydan tundra,11,Tundra,Palearctic,CC-BY 4.0
785,Aegean and Western Turkey sclerophyllous and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
786,Anatolian conifer and deciduous mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
787,Canary Islands dry woodlands and forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
788,Corsican montane broadleaf and mixed forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
789,Crete Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
790,Cyprus Mediterranean forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
791,Eastern Mediterranean conifer-broadleaf forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
792,Iberian conifer forests,12,"Mediterranean Forests, Woodlands & Scrub",Palearctic,CC-BY 4.0
